FirstName,LastName,DOB,Phone,Email,Address,City,State,Zip,Occupation,Preference,Phase,Approved?,Update
Debra,Alvarez,1987-09-19,226-081-7284,michaellopez@young.com,67990 Benson Mount,Jamieview,WA,92116,Multimedia programmer,dog,fostering,True,2003-06-29
Nicholas,Douglas,1997-06-03,445-982-9792,perryhannah@hotmail.com,624 Williams Pines,Davidsonview,WA,98494,"Surveyor, building control",cat,fostering,False,2003-07-08
Stephanie,Dorsey,1996-08-21,953-687-4687,tcoleman@hotmail.com,3080 Daniel Corners Suite 154,Markview,WA,92626,"Geneticist, molecular",dog,fostering,False,2001-05-06
Mary,Miller,1996-03-16,440-252-7325,kennethwatkins@yahoo.com,766 Harvey Rapids Apt. 523,Georgeborough,CA,92864,Tour manager,cat,fostering,True,2000-05-08
Marc,Alvarez,1987-04-22,786-318-2765,joel74@ross-nixon.com,465 Tanya Drives,Smithberg,CA,94439,Immunologist,dog,fostering,True,2000-07-21
Jennifer,Anderson,1970-03-26,127-825-2406,davidsonkevin@hendricks-gutierrez.biz,8426 Nolan Springs,North Tiffany,WA,93363,Geophysicist/field seismologist,dog,fostering,False,2001-03-03
Janice,Franklin,1973-03-28,999-776-7006,gsalinas@barton-bridges.org,6304 Blackburn Place,East Heathershire,OR,98413,Government social research officer,cat,fostering,False,2003-11-01
Anthony,Kelly,1991-03-21,091-344-5596,ywhitaker@campos-harris.net,97451 Gregory Island Apt. 589,South Ashleystad,OR,94466,"Administrator, local government",cat,adopting,True,2001-11-17
Jeffrey,Daugherty,2000-02-04,737-519-2408,arroyokaitlin@cole.biz,81750 Schmidt Crescent,Rodneychester,OR,96357,"Surveyor, quantity",cat,adopting,False,2000-07-08
Benjamin,Wilson,1985-11-21,430-805-1976,rreilly@richardson-dyer.biz,328 Tracy Rest Apt. 856,Lambport,CA,99346,Investment analyst,cat,fostering,True,2003-09-14
Jennifer,Reed,1976-12-22,816-075-4008,bchavez@gmail.com,496 James Club Suite 329,Emilybury,CA,90553,"Conservation officer, historic buildings",dog,adopting,False,2002-06-14
Richard,Bond,1971-12-04,341-971-5189,cdoyle@ruiz.org,41839 Kevin Springs Suite 327,Port Hollyborough,OR,95281,Plant breeder/geneticist,dog,fostering,True,2000-12-15
Tamara,Wilson,1989-09-07,302-483-1284,stephen29@lamb.com,3118 Brett Loaf,Elizabethchester,CA,94125,Graphic designer,dog,adopting,True,2002-07-20
Christy,Young,1982-01-01,892-402-6246,phamilton@jones.net,7073 Dunn Rapids Suite 419,Jonathanhaven,WA,94612,Neurosurgeon,dog,fostering,True,2003-05-13
Edwin,Mendoza,1993-06-01,181-986-4349,aguilarwalter@hotmail.com,7581 Peterson Cape,South Kyle,WA,91972,Systems analyst,dog,fostering,True,2001-03-29
Thomas,Brown,1990-04-08,943-406-6947,xorozco@ferguson.com,613 Lewis Cliff Apt. 571,North Paula,WA,90914,Volunteer coordinator,cat,adopting,True,2001-05-18
Robert,Thornton,1983-10-30,676-722-0763,carol13@hotmail.com,8075 Charles Turnpike Apt. 212,New Joycehaven,WA,98852,Broadcast presenter,cat,fostering,True,2001-03-11
Mike,Banks,1982-06-17,077-455-7120,jodi85@summers-morrow.biz,37800 Sullivan Fields Suite 599,East Angela,WA,92874,Clinical embryologist,dog,fostering,False,2001-09-06
Shelly,Pennington,1983-08-24,204-991-6784,blankenshipdarrell@charles.com,84320 George Extensions Apt. 732,Lake Kimberly,OR,91660,Airline pilot,cat,fostering,True,2001-04-23
Monica,Ramirez,1979-04-03,649-892-5271,jenniferhernandez@yahoo.com,54899 Acosta Common Apt. 905,Castillofort,WA,99256,Mental health nurse,dog,fostering,True,2000-08-11
Lauren,Waters,1991-10-15,493-295-0489,katherinetaylor@gmail.com,0145 Ferguson Landing,Howardmouth,WA,94624,"Solicitor, Scotland",cat,adopting,False,2001-05-20
Heather,Castillo,1977-01-12,328-540-5087,canderson@gmail.com,44997 Adam Crescent Apt. 743,Shermanport,CA,91076,Music tutor,dog,fostering,False,2002-02-03
Anna,Smith,1994-11-11,295-504-2406,gwilliams@hotmail.com,356 Ryan Flats Apt. 565,Lake Drew,WA,92678,"Buyer, retail",dog,fostering,False,2001-04-19
Dana,Rios,1983-02-11,207-768-6490,hbrown@yahoo.com,821 Walker Path Apt. 638,Leefort,OR,90525,International aid/development worker,cat,fostering,False,2002-01-14
Susan,Jenkins,1997-12-13,605-664-5385,rivasthomas@colon.com,906 Karen Centers,East Keith,WA,96935,Local government officer,cat,adopting,True,2001-07-13
Tim,Finley,1990-06-21,888-596-6738,brad26@gmail.com,9531 Robles Burg,Anthonyfort,CA,95399,Counsellor,cat,fostering,False,2002-09-23
Michael,Winters,1998-05-06,343-182-8813,andrew67@smith.org,08655 Haynes Rapids Apt. 635,North Jennifer,CA,90284,"Scientist, forensic",dog,adopting,True,2000-05-09
Michael,Gonzales,1986-03-24,382-946-7574,christophermeyer@turner.com,645 Jennifer Streets,South Dana,WA,93753,Aeronautical engineer,cat,fostering,True,2001-07-10
Carl,Lewis,1992-05-23,692-108-9938,rconway@yahoo.com,610 Rachel Corners,North Brandonville,WA,95546,Toxicologist,cat,fostering,True,2001-01-31
Kevin,Crane,1972-08-13,793-912-5272,nmartin@peters.com,1239 Eric View Apt. 352,Christopherfort,CA,92607,Outdoor activities/education manager,cat,adopting,False,2002-05-17
Brittany,Holder,1975-01-13,740-032-3193,jessicanguyen@hotmail.com,68265 Mccoy Squares Apt. 923,North Mark,OR,97863,Production engineer,dog,adopting,False,2002-06-30
Kathleen,Ross,1987-06-21,097-276-5319,kimberlycampbell@yahoo.com,833 Hess Mount Suite 792,East Garymouth,WA,90060,Broadcast presenter,dog,fostering,False,2000-12-23
Michelle,Fields,1980-12-02,240-754-0157,moranmichael@russell.net,1438 Mercado Overpass,East Cameron,OR,93666,Manufacturing systems engineer,dog,fostering,True,2003-05-03
Brian,Griffin,1974-12-19,017-735-7495,greentracy@yahoo.com,8717 Odom Valley,Lisaland,WA,98589,Publishing copy,dog,fostering,False,2002-02-22
Kara,Woods,1991-08-18,495-114-7104,cbell@yahoo.com,0517 Christopher Loaf Apt. 519,Matthewbury,OR,95626,Scientific laboratory technician,cat,adopting,False,2002-08-23
Andre,Davis,1979-04-15,065-256-0130,rogersshelia@hotmail.com,6356 Tyler Flat,Richardsstad,WA,96206,Fashion designer,cat,adopting,True,2002-07-12
James,Carey,1976-12-12,532-513-2098,vjohnson@yahoo.com,4825 Kiara Ferry Suite 885,Karenville,CA,92550,"Pharmacist, hospital",dog,adopting,False,2001-12-20
Ashley,Arnold,1980-05-26,394-616-5044,lisa05@berry.com,1579 Ramos Dale Apt. 212,Lake Jessica,OR,94132,Civil Service administrator,dog,fostering,False,2001-03-16
Mark,Patterson,2001-04-16,295-244-1182,mendozakari@gmail.com,36397 Wilson Ways Apt. 823,Calebhaven,CA,90718,Building control surveyor,cat,fostering,True,2000-03-25
Donald,Kerr,1999-09-01,111-143-3422,victoria25@austin.com,90585 Danielle Row,New Caleb,OR,92206,Music tutor,dog,fostering,True,2001-12-04
Mark,Kramer,1978-03-20,302-980-9205,slong@hotmail.com,546 Gonzalez Corners,East Micheal,OR,94056,Social worker,dog,adopting,True,2000-08-14
Aaron,Colon,1985-12-03,652-331-5317,christine55@baker-robinson.com,948 Morgan Ports,Romanside,OR,96915,Primary school teacher,dog,fostering,True,2002-06-12
Rebecca,Russell,1980-07-18,240-885-4559,donaldmorrison@davis-santiago.com,1024 Christopher Mews,Lake Danielle,CA,95771,Building surveyor,cat,adopting,True,2002-08-26
Christopher,Rios,2002-01-05,860-410-3942,yparrish@yahoo.com,0302 Samantha Plains,South Melissa,CA,96597,"Psychologist, sport and exercise",cat,adopting,False,2000-12-28
Katie,Davenport,2002-09-26,467-357-9162,jerrybailey@santana.info,5923 Orozco Square,Kennethfort,WA,95648,Energy manager,dog,fostering,False,2002-05-13
Erica,Morris,1972-02-27,535-572-5281,vparsons@conway.com,45379 Estrada Trail,West Brookeport,WA,93563,Management consultant,cat,fostering,True,2000-01-28
Cesar,Quinn,1986-09-06,593-880-3594,melanie56@yahoo.com,34781 Miller Trail,Kristieville,OR,99348,Lawyer,cat,adopting,False,2001-08-09
Abigail,Mcmillan,1991-10-20,007-047-0614,josehenderson@hotmail.com,98091 Holt Ways,Victormouth,CA,93568,"Teacher, special educational needs",dog,adopting,True,2003-07-13
Amy,Randall,2003-07-23,649-633-9683,hughesdavid@hotmail.com,5152 Adam Parks,Port Robert,OR,91167,Environmental health practitioner,dog,fostering,False,2001-02-18
Stephanie,Donovan,1992-11-10,720-058-4858,christopher98@gmail.com,69503 Karen Track Apt. 371,New Josemouth,OR,93983,"Conservator, furniture",dog,adopting,False,2001-10-13
Keith,Williams,1981-11-08,172-586-7259,hodgemeredith@hotmail.com,1539 Leach Divide,North Edwardmouth,WA,95883,Web designer,dog,adopting,False,2003-06-21
Vincent,Smith,1970-02-22,038-732-0398,apierce@hotmail.com,855 Elizabeth Throughway Suite 120,East Tara,WA,98327,Trading standards officer,cat,fostering,True,2003-12-06
Kristy,Myers,1989-12-17,521-763-6793,andradechristopher@johnson.com,50622 Paul Forges Apt. 393,Butlermouth,OR,97889,Community education officer,dog,adopting,False,2002-06-17
Joseph,Owen,1986-12-11,926-161-6874,ncook@wong.org,21543 Schroeder Square Suite 317,Port Michaelchester,WA,91647,IT sales professional,cat,adopting,True,2000-03-28
Julie,Oconnor,1984-08-08,581-510-3578,jenniferburns@hotmail.com,100 Wu Road,Samanthafurt,WA,96365,Environmental health practitioner,dog,fostering,False,2001-04-22
Michael,Estes,1977-04-09,012-480-1118,chanjulie@hotmail.com,556 Williams Crossroad Suite 290,Port Julia,CA,93263,"Scientist, research (maths)",dog,adopting,False,2001-05-25
Keith,Wolf,1972-11-09,567-908-3502,millsrachel@hotmail.com,6264 Sarah Land Apt. 452,Port Jameschester,CA,98555,Chartered management accountant,dog,fostering,False,2000-08-22
Steven,Bryant,1971-05-19,530-547-6020,davidfuller@hotmail.com,3651 Aguilar Ramp,Sarafurt,CA,96397,Accounting technician,cat,fostering,False,2001-07-22
Anthony,Hinton,1998-04-22,319-057-8409,traceymathis@kidd.com,1900 Michelle Burgs Suite 108,Lake Johnchester,CA,95194,Professor Emeritus,cat,adopting,False,2003-02-16
Tyler,Phillips,1997-05-17,197-984-2580,barrettmatthew@hotmail.com,27524 Ray Prairie Apt. 922,New Christophermouth,OR,94303,Firefighter,cat,fostering,True,2001-04-25
Clinton,Smith,1984-06-30,186-913-3930,hstokes@hotmail.com,966 Crystal Lock,East Jason,OR,92647,Clinical cytogeneticist,dog,adopting,True,2000-01-09
Melissa,Mcdaniel,1972-05-09,473-736-5415,pscott@perez.net,126 Lori Track,Kimberlyville,OR,97011,"Lecturer, higher education",cat,fostering,False,2002-01-21
Richard,Knapp,1989-11-06,097-917-0001,adam22@pierce.net,5291 May Lock Apt. 028,Samanthashire,CA,96826,"Engineer, water",dog,fostering,True,2000-09-26
Mark,Mathis,2000-06-24,632-321-8612,william39@hotmail.com,010 Wright Circle,Vincenthaven,CA,97793,"Engineer, civil (contracting)",cat,fostering,False,2001-06-22
Deborah,Allen,1999-01-25,867-437-8282,christianrodney@johnson.net,428 Andrade Turnpike,Wrighthaven,OR,92849,Mechanical engineer,dog,fostering,False,2001-09-02
Sandra,Webster,1998-01-26,913-575-8323,terryjohn@gibson.com,57584 Megan Club Suite 770,Millerstad,CA,95149,"Sound technician, broadcasting/film/video",cat,fostering,False,2002-05-13
Margaret,Collins,1978-12-06,532-479-3946,timothysmith@yahoo.com,3143 Walton Isle Apt. 616,Meyerbury,CA,90990,Civil Service administrator,dog,fostering,True,2002-09-04
Samuel,Wolf,1973-01-10,983-920-4607,gardnersarah@hotmail.com,27032 Monroe Parks Suite 537,Lake Douglaston,WA,90822,Hydrogeologist,dog,adopting,True,2002-05-22
Daniel,Owens,1979-09-23,610-648-6078,mmoyer@harrison-ramos.biz,11809 Smith Island Suite 738,Davidville,OR,93501,Legal secretary,cat,adopting,False,2003-12-10
Brandi,Butler,1989-01-31,701-725-3114,hgonzalez@gmail.com,55986 Williams Burgs,Vasquezfurt,OR,93539,Art gallery manager,dog,adopting,False,2001-07-17
Laura,Morgan,1993-08-05,404-590-0127,david07@york.com,2358 John Via,Kristinatown,CA,91098,Geophysical data processor,dog,fostering,False,2000-09-10
Carl,Morgan,1997-12-09,762-986-7709,david44@yahoo.com,5470 Taylor Ford,North Lauren,WA,92898,Radio broadcast assistant,dog,fostering,True,2000-01-05
Heather,Rogers,1985-02-16,674-042-9198,joseph88@hotmail.com,8271 Garza Turnpike,Scottberg,CA,92625,Medical technical officer,cat,fostering,False,2003-12-06
Megan,Patterson,1974-01-05,990-428-0104,jamie90@gmail.com,1235 Matthew Springs Suite 671,Kevinside,WA,94229,Energy manager,dog,adopting,False,2003-03-28
Jennifer,Drake,1986-06-20,336-567-8171,wumary@young.info,5281 Ray Union Suite 605,Sharonshire,WA,97235,Pharmacologist,dog,fostering,False,2000-07-11
Nathan,Romero,1989-10-14,372-587-0268,gdunlap@gmail.com,728 Melissa Plains,Alvarezfurt,WA,93635,Community education officer,dog,adopting,True,2002-06-12
Gary,Holland,1988-05-03,960-675-5086,greenshannon@yahoo.com,710 Amy Walks Apt. 344,Jonesbury,OR,95151,Further education lecturer,dog,adopting,True,2000-12-24
Cynthia,Mendoza,1983-03-17,431-605-6636,benjaminbailey@smith.com,85926 Martinez Station,Maryport,CA,98186,Retail banker,dog,fostering,True,2002-05-05
John,Johnson,2001-04-07,051-277-2250,pachecoclifford@yahoo.com,796 Amy Walks,Stoneberg,OR,94435,Advertising account planner,dog,fostering,True,2001-04-10
Belinda,Ramirez,1999-04-26,729-930-8653,jennifer65@hotmail.com,3639 Sullivan Squares Apt. 671,Port Ashley,OR,99064,Training and development officer,cat,fostering,True,2003-05-22
Michael,Barnett,1981-07-09,728-600-2167,margaret79@carter.com,3959 Jenna Way,North James,OR,90603,"Programmer, applications",cat,fostering,True,2003-02-26
Gary,Rodriguez,1986-01-11,525-218-6541,jwilson@cruz.com,89636 Kristina Plains Suite 124,Rubenstad,CA,93272,Retail buyer,dog,fostering,True,2003-09-15
Patrick,Kramer,1998-11-18,402-970-4687,stephenleach@hotmail.com,814 Livingston Port,Goodwinmouth,CA,98591,Ranger/warden,dog,fostering,False,2003-05-17
Mary,Gordon,1999-09-29,817-656-2034,jasmine20@hotmail.com,6546 Tara Crescent Apt. 469,West Victorside,WA,99010,Sports coach,dog,adopting,True,2001-08-08
Cheryl,Larson,1999-01-16,997-568-3224,olucas@meyer.com,01604 Brianna Rapids,New Heatherhaven,CA,97951,"Copywriter, advertising",cat,adopting,False,2001-07-27
Danny,Reynolds,1990-04-02,562-739-2286,hthomas@benson-hayes.com,10219 Simmons Loop,South Corey,OR,94914,"Engineer, manufacturing systems",dog,fostering,True,2001-07-19
Elizabeth,Brooks,1998-11-29,605-043-9990,edwardrodriguez@hotmail.com,2117 Mcneil Hollow Apt. 846,Stephenport,OR,94348,Sales promotion account executive,dog,fostering,True,2003-12-13
John,Dixon,1980-01-02,483-765-2380,kbuchanan@yahoo.com,33175 Barnett Drives,Ronniechester,WA,93985,Newspaper journalist,dog,fostering,False,2002-11-26
George,Dickerson,1975-02-04,590-202-8520,jasminejohnson@perry.com,019 Jeffrey Court,Port Heather,WA,95353,Database administrator,dog,adopting,True,2000-02-13
John,Cain,1985-07-04,448-502-7816,kelseymcgee@gmail.com,98010 Richard Islands,New Andrew,WA,95278,"Designer, interior/spatial",dog,fostering,True,2001-10-25
Diana,Brown,2001-02-01,070-224-5192,kevin77@hotmail.com,0570 Kendra Fords Apt. 924,Petershire,OR,93790,"Administrator, local government",dog,fostering,True,2001-12-06
Julie,Olson,1970-08-26,789-579-9543,marco03@kennedy.com,587 Heather Mountains Apt. 466,East Tiffanyborough,WA,93161,Water quality scientist,dog,adopting,True,2000-03-17
Richard,Orozco,1992-03-01,520-157-1522,stephaniemccullough@hotmail.com,48221 Dominique Mall,Port Jacobshire,WA,91683,Armed forces technical officer,cat,fostering,True,2001-06-18
Joshua,Rodriguez,2001-09-09,035-356-5236,ephillips@cox-griffin.org,56657 Thompson Shoals Apt. 535,Richardhaven,OR,97363,Automotive engineer,cat,fostering,True,2001-06-10
Joanne,Glover,1993-12-07,462-592-2284,michelleyoung@hernandez-heath.info,6952 Beard Mountain Suite 365,South Kevin,OR,90617,Stage manager,dog,adopting,False,2000-09-27
Francisco,Richardson,2003-12-29,349-146-8597,agarner@gmail.com,10020 Erin Spur,Lisachester,OR,97014,Broadcast presenter,dog,fostering,True,2002-09-03
Samantha,Hurst,1984-08-23,645-814-8191,vegaamanda@gmail.com,0593 Dixon Tunnel,Stephensonmouth,CA,90675,Community pharmacist,cat,fostering,True,2001-01-22
Joseph,Jackson,2000-02-06,872-446-5206,matajason@hotmail.com,4250 Clark Spurs Apt. 412,South Kimberg,OR,96478,Technical brewer,cat,adopting,True,2003-10-12
Cindy,Carlson,1990-11-24,134-863-5436,manuel01@gmail.com,696 Donaldson Ports Apt. 788,South Thomas,OR,90454,"Investment banker, operational",dog,adopting,True,2002-01-07
William,Salas,1983-01-25,899-189-5630,fbrown@yahoo.com,7303 Kelly Pike Apt. 291,Judithborough,OR,96760,Ophthalmologist,dog,fostering,True,2001-07-07
Samantha,Harvey,1992-02-02,878-705-8147,rebeccadickerson@thomas-matthews.com,448 Gibson Flat,Port Josephton,WA,90477,Higher education lecturer,cat,fostering,True,2002-11-26
Tina,Parker,1982-11-23,931-539-9652,tara76@hotmail.com,6603 Christopher Mountain,Lake Michael,WA,95244,Advertising account planner,cat,fostering,False,2002-06-24
Elizabeth,Gardner,2002-07-22,617-715-2625,jasonwilliams@hotmail.com,19984 Elizabeth Plains Suite 265,Lake Joseph,WA,96416,Restaurant manager,cat,adopting,False,2001-03-04
Jeff,Cohen,1983-09-15,093-295-1159,andersonbradley@hotmail.com,7480 Michelle Square Apt. 997,Romeroland,WA,90942,Marine scientist,dog,adopting,True,2000-06-30
Cynthia,Roberts,1996-01-17,333-028-5363,vevans@gmail.com,42659 Tonya Islands,West Amanda,OR,92412,Ambulance person,cat,adopting,False,2003-12-10
Melissa,Graham,1979-01-06,930-953-2395,norriskeith@gmail.com,2339 Richard Flats Apt. 678,East Angelaton,WA,91709,"Engineer, site",cat,adopting,True,2002-04-14
Kathleen,Hull,1971-06-19,150-088-4501,victor57@daniel-davis.biz,10663 Morton Ways Suite 854,South Leslie,WA,97308,Equities trader,cat,fostering,True,2003-05-29
Alison,Ruiz,1970-08-14,426-949-1782,lchen@yahoo.com,456 Justin Landing Apt. 222,South Laurashire,WA,97612,Government social research officer,dog,adopting,True,2000-02-13
Thomas,Delacruz,1978-02-06,587-635-7645,nolson@yahoo.com,715 Shane Ridges,New Williamview,CA,98331,Land,cat,fostering,False,2001-01-28
Brian,Goodman,1981-12-29,101-685-7436,vincent15@hotmail.com,858 Shelton Gateway Apt. 241,Contrerasport,OR,91078,Contracting civil engineer,dog,fostering,False,2000-05-31
William,Payne,1996-03-16,478-595-0889,lisabrown@bennett.com,77541 Heather Coves Suite 826,Jonathanville,WA,92008,Emergency planning/management officer,dog,adopting,False,2000-06-06
Amy,Perez,1978-02-07,240-136-8703,kenneth56@webb.biz,6961 Copeland Extensions,New Curtisland,CA,98473,Marketing executive,dog,fostering,False,2001-06-06
Stephanie,Becker,1994-10-18,496-293-6054,rickyhopkins@johnson-hernandez.org,88880 Wade Pines,North Daniel,CA,96944,Metallurgist,dog,adopting,True,2000-04-06
Justin,Marshall,1979-11-07,321-620-2217,ekoch@hotmail.com,839 Wayne Club,Hannahtown,CA,97567,Theme park manager,dog,adopting,True,2001-08-27
Mark,Dean,1980-12-25,876-907-8658,daniel25@hotmail.com,639 Mccormick Park,Lake Elainefurt,CA,96038,Ceramics designer,cat,fostering,True,2002-11-05
Logan,Blankenship,1974-08-05,645-529-4858,oprice@livingston.com,990 Rosario Village Suite 287,South Robert,OR,92354,"Scientist, research (physical sciences)",cat,fostering,False,2002-01-13
Brian,Zhang,1976-11-15,515-865-7463,shanehendricks@wallace.biz,525 Laura Way,Bernardfort,OR,91874,Corporate treasurer,dog,adopting,True,2000-04-12
Jacqueline,Stokes,1974-02-23,436-386-9633,sullivanbrian@hall.com,215 Sara Flat Suite 769,North Heather,CA,93515,Records manager,cat,adopting,False,2003-03-31
Courtney,Farmer,1988-10-27,389-696-9944,christopher29@yahoo.com,694 Griffith Ramp,Kimberlyberg,OR,94955,"Education officer, museum",cat,fostering,False,2001-08-06
Nicole,Payne,1995-12-06,225-886-4927,edwardsrobert@melendez.info,9377 Jennifer Ports Apt. 094,Lake Kara,OR,98976,"Civil engineer, contracting",cat,fostering,False,2001-12-21
Stephen,Strickland,1985-01-03,393-554-0228,vchambers@powers.org,475 Morris Port Suite 553,North Brenda,OR,91988,Youth worker,cat,fostering,True,2003-07-19
Katelyn,Fleming,1973-09-03,604-869-5095,rebeccasanchez@rogers-parker.com,16539 Jared Port,North Omarborough,OR,97533,"Designer, graphic",dog,fostering,False,2000-02-21
Todd,Clark,1970-05-31,363-844-2508,velazquezdaniel@gmail.com,918 Jose Points,Rodneyton,CA,95477,Cartographer,cat,adopting,False,2001-04-01
Alexa,Lee,1996-04-20,505-086-9118,michael24@yahoo.com,044 Melanie Ville,Doughertyfurt,WA,96268,"Engineer, land",cat,fostering,True,2003-09-25
Timothy,Singh,1997-09-11,542-550-9653,xmorton@hotmail.com,29245 Robert Plain,Peterbury,OR,99152,"Sound technician, broadcasting/film/video",cat,fostering,False,2003-08-20
Jacob,Thompson,1974-10-14,862-172-9156,kingjuan@west-edwards.org,70799 Dawn Shoal Suite 211,Port Kimton,OR,93192,Charity officer,cat,fostering,False,2001-09-25
Brandy,Sawyer,2000-04-10,612-387-3758,donnameyers@holloway-taylor.com,1972 William Hollow Suite 681,Potterborough,WA,98659,Product manager,cat,fostering,True,2003-10-03
John,Calderon,1981-09-24,594-512-0312,jeffrey54@acosta.com,08676 Angela Gateway Apt. 172,Miguelfurt,CA,95095,Personnel officer,cat,adopting,False,2002-06-17
Amy,Ruiz,1978-03-11,114-641-7169,bmoore@gmail.com,4549 Garza Ferry,Williamhaven,WA,97532,Professor Emeritus,dog,fostering,True,2003-05-23
Ruth,Murray,2001-01-23,605-305-4208,lisa51@hotmail.com,3012 Evans Points Suite 721,Josefort,WA,98763,Research scientist (medical),dog,fostering,True,2002-04-15
John,Taylor,1992-07-22,764-694-0235,karensilva@hill.com,12486 Calderon Course,Foxmouth,OR,97437,Hotel manager,cat,adopting,False,2002-01-21
Jennifer,Robles,1975-10-06,001-802-8107,jeremy14@cain.com,25468 Parks Pike Suite 957,Watkinsland,OR,96048,Psychiatrist,dog,adopting,True,2003-01-10
Shelley,Gomez,1974-07-21,213-091-8447,glambert@yahoo.com,149 Ryan Lodge Suite 962,Sarafurt,CA,95768,"Administrator, Civil Service",cat,fostering,False,2002-04-22
Joseph,Russell,1971-06-22,063-333-0046,gary75@blanchard-wilson.biz,157 Thomas Point,New Hannah,OR,90263,"Geneticist, molecular",cat,adopting,False,2001-05-27
Peter,Gray,1991-09-25,301-992-7253,wrightjohn@hotmail.com,387 Huang Branch,Lake Sophialand,OR,93714,"Therapist, speech and language",dog,adopting,False,2003-02-01
Anna,Smith,1997-03-02,010-055-3654,jeffreywhite@case.net,7689 Neal Springs,West Kevinland,CA,92911,Hospital doctor,dog,fostering,True,2000-06-09
Travis,Carter,1990-08-05,692-090-7531,mccoytony@gmail.com,10188 Simmons Stravenue,West Derrickberg,WA,90538,"Horticulturist, commercial",cat,adopting,True,2002-07-05
Julie,Rogers,2000-04-22,793-995-3229,richmondrobert@hotmail.com,232 Hill Stravenue,Lake Jennifer,WA,97767,"Engineer, building services",dog,fostering,False,2002-03-06
Kendra,Williams,1978-07-01,465-224-7689,patricia28@hotmail.com,5737 Michael Fork,East Melissafurt,OR,96811,Risk manager,cat,fostering,False,2001-06-30
Julia,Walker,1993-07-14,083-322-4039,rodney71@anderson.org,671 Thomas Square,Patrickville,CA,90022,Water quality scientist,cat,fostering,False,2001-10-22
Sarah,Martin,1980-11-15,459-891-6072,dennis05@zhang.org,53443 Rollins Squares Apt. 904,Lewisstad,WA,91644,"Exhibitions officer, museum/gallery",cat,fostering,True,2000-02-17
Jennifer,Hays,1997-06-08,508-748-4292,andrewsoscar@lewis-smith.info,891 Heidi Path Apt. 515,Lisafurt,WA,95279,Banker,cat,fostering,True,2001-02-21
Cynthia,Duncan,1977-11-07,106-419-1775,martin87@baker.biz,70212 Kelly Meadows Apt. 740,New Christopher,WA,94612,"Therapist, art",dog,fostering,False,2000-08-03
Andre,Castaneda,1980-02-14,460-452-8768,smithbrian@jones.net,537 Barnes Vista Apt. 713,Stevemouth,CA,96022,Best boy,cat,fostering,False,2002-08-27
Mary,Curry,1978-04-19,000-051-2107,burnsmark@spears.com,890 Wilcox Pine,Alexandrahaven,OR,90899,Structural engineer,cat,fostering,False,2002-07-19
Richard,Gallegos,2001-11-02,979-072-0921,ryan25@gonzales.com,84340 Trujillo Courts,Patricialand,WA,98309,"Engineer, maintenance (IT)",dog,fostering,False,2003-02-17
Zoe,York,1999-04-23,799-282-2042,scottcase@hotmail.com,85025 Murphy Row,Benjaminstad,OR,94077,Financial adviser,cat,fostering,True,2002-06-10
Michael,Robinson,1998-11-05,420-646-2695,leonardbrianna@cruz-wolf.org,399 Christopher Loaf Apt. 706,Chelseabury,OR,93663,Haematologist,cat,fostering,True,2003-02-16
John,Kelley,1975-11-28,455-569-6117,pearsonrhonda@clayton-guerrero.org,69473 Dennis Dale,Vasquezmouth,CA,99122,"Engineer, civil (contracting)",cat,fostering,False,2002-05-30
Jennifer,Morgan,1994-04-01,691-470-7059,michael59@hotmail.com,354 Michael Station,South Monica,OR,94797,Mudlogger,cat,fostering,True,2001-06-04
Jason,Hughes,1975-08-01,795-826-7859,gilbertkane@yahoo.com,78558 Stephens Vista,West Krystalport,OR,97160,Sports coach,dog,adopting,True,2003-06-18
Vanessa,Walker,1995-08-26,805-402-6386,christopher47@yahoo.com,10602 Kelsey Corners,West Elizabeth,WA,96499,Glass blower/designer,dog,fostering,True,2002-06-06
Paul,Ross,1977-12-28,797-970-5057,qmoss@gmail.com,6557 Jessica Falls,East Alicechester,OR,91208,Chartered accountant,dog,adopting,True,2000-07-07
Michelle,Ramos,1976-09-19,262-634-1601,fosterwesley@hotmail.com,5054 Jason Mills Suite 185,New Christinaville,OR,98802,Dance movement psychotherapist,cat,adopting,True,2002-05-20
Victoria,Lewis,1979-04-21,149-827-1778,kristi78@gmail.com,24169 Valdez Rest Suite 884,Greenfurt,OR,94126,Retail banker,dog,adopting,True,2002-11-22
James,Clark,1970-03-24,571-592-6349,robertweber@moon.com,6263 Jones Lodge Suite 916,Lewismouth,CA,91498,"Journalist, magazine",dog,adopting,True,2000-09-01
Joshua,Miller,2001-05-11,369-789-5042,fanderson@gmail.com,62090 Landry Green Apt. 901,Lake Daniel,OR,99223,"Scientist, research (maths)",dog,fostering,False,2000-12-30
Shannon,Morris,2002-03-18,305-705-3561,yadams@thornton-pearson.com,29598 Nathan Branch Suite 865,North Josephfort,OR,93685,Pensions consultant,cat,adopting,True,2000-03-31
Alexander,Kirby,1993-08-03,333-747-7106,lawrenceharris@hotmail.com,493 Madison Alley Suite 976,Hunterfort,OR,99215,Community education officer,dog,adopting,False,2000-04-10
Andrea,Trujillo,1995-06-06,976-558-8880,xbrown@gonzalez.com,65163 Justin Fields Apt. 388,South Benjaminfort,WA,90057,Stage manager,cat,fostering,False,2002-05-22
